"","likelihood","bart","expr","cancer","rank_size"
"1","3.8007715779896e-23","0.927","1.11960627200874","BLCA",1
"2","2.50322580043693e-41","0.737","1.19952985186843","BRCA_1",2
"3","2.59211686617216e-42","0.963","1.23911323155736","BRCA_2",3
"4","1.82186674586711e-12","0.748","1.06433356294714","COAD_READ",4
"5","5.22925279922123e-33","0.706","0.909939662348156","HNSC",5
"6","0.138874364142626","0.913","0.417278078574001","KICH",6
"7","4.61529587688994e-10","0.268","0.845077854659632","KIRC",7
"8","1.82676780042429e-07","0.646","0.929565540945755","KIRP",8
"9","2.30365120264951e-25","0.755","0.542586858596146","LIHC",9
"10","2.96612547049446e-22","0.567","1.21679658395596","LUAD",10
"11","3.67293408737456e-49","0.788","1.50333863229589","LUSC",11
"12","0.530338918875532","0.512","0.920794503612756","PRAD",12
"13","1.26610640928247e-37","0.521","1.00605077295172","STES",13
"14","1.42738770957598e-13","0.49","1.00753702276742","THCA",14
"15","4.88269597757989e-13","0.931","1.04010611396059","UCEC",15
