"","likelihood","bart","expr","rank_size"
"1",0.14229210279474,0.147,-1.99789929076213,5
"2",1.79405792378993e-06,0.36,-1.94365159893854,4
"3",0.000250331286364537,0.156,-1.78222536164771,3
"4",0.629848086210698,0.376,-2.16788148890802,8
"5",1.24480157064355e-07,0.582,-1.66756896637467,2
"6",0.0130984775687164,0.389,-2.23510371351233,11
"7",0.977429353770688,0.706,-2.26599310780359,14
"8",0.793407504012792,0.419,-2.23541187744426,12
"9",0.0116039733599996,0.681,-2.243960099017,13
"10",0.189395216993339,0.499,-2.19781960987103,9
"11",0.533762185209042,0.559,-1.6411852137453,1
"12",0.000598479032612293,0.608,-2.12387584496111,6
"13",0.70337810406727,0.751,-2.15263219897587,7
"14",0.0300716016276223,0.699,-2.27231239329234,15
"15",0.0311474313068084,0.146,-2.20901146004438,10
