"","likelihood","bart","expr","cancer","rank_size"
"1","1.59354353468436e-18","0.96","2.71493080429223","BLCA",1
"2","9.13849976404918e-11","0.892","2.72826308245088","BRCA_1",2
"3","1.16654450580577e-21","0.933","2.81186182233768","BRCA_2",3
"4","0.829303117057505","0.363","2.33456429804346","COAD_READ",4
"5","3.6581175621202e-10","0.483","2.79154041691738","HNSC",5
"6","0.228616420164424","0.931","1.9236763269608","KICH",6
"7","3.75349237958965e-21","0.461","2.69263922086352","KIRC",7
"8","5.70783104491068e-12","0.439","2.552305318563","KIRP",8
"9","1.59619990182835e-60","0.622","1.88100091701702","LIHC",9
"10","0.464654135138962","0.648","2.47039367358344","LUAD",10
"11","3.70579527209992e-30","0.735","2.89879737046966","LUSC",11
"12","3.05625473228766e-31","0.671","2.34088095512016","PRAD",12
"13","0.00248733849815727","0.332","2.47304796897251","STES",13
"14","0.00120979345984239","0.535","2.83776105958453","THCA",14
"15","0.00691152815117226","0.906","2.51545406887997","UCEC",15
