"","likelihood","bart","expr","cancer","rank_size"
"1","0.811290985611242","0.414","1.66714578227148","BLCA",1
"2","0.888139080282942","0.814","2.28252982348471","BRCA_1",2
"3","0.659656545156317","0.904","2.01719908696068","BRCA_2",3
"4","0.473099942885316","0.68","2.07908824157287","COAD_READ",4
"5","8.75602273372487e-09","0.754","1.64511067497951","HNSC",5
"6","0.119308982490517","0.664","1.88739378273328","KICH",6
"7","0.756873039499571","0.921","2.14252274657843","KIRC",7
"8","0.683618302568399","0.874","1.76954576196749","KIRP",8
"9","0.00184101901812479","0.676","1.08171860745859","LIHC",9
"10","0.903680131780143","0.615","1.89472997132766","LUAD",10
"11","0.713121279281093","0.525","2.02132926974109","LUSC",11
"12","0.016941080730291","0.713","1.96078128100084","PRAD",12
"13","2.06147627828185e-28","0.734","2.46545608344175","STES",13
"14","0.0138149545706046","0.757","1.87728799292537","THCA",14
"15","0.350252206988523","0.689","2.04250794100903","UCEC",15
