"","likelihood","bart","expr","cancer","rank_size"
"1","1.06932385753161e-10","0.739","2.70399922145216","BLCA",1
"2","0.0487084425440272","0.428","2.84431832443052","BRCA_1",2
"3","0.908991957849854","0.904","2.89500230930028","BRCA_2",3
"4","0.662491867150784","0.807","2.85142352536692","COAD_READ",4
"5","0.107300506496705","0.756","2.59297303483574","HNSC",5
"6","0.22747894354009","0.898","2.48621530629133","KICH",6
"7","0.261652069218545","0.208","2.42741906388209","KIRC",7
"8","3.86701541995099e-05","0.649","2.39110184155262","KIRP",8
"9","1.37942333982661e-16","0.577","1.87478518477418","LIHC",9
"10","0.923236647092959","0.459","2.7134537162899","LUAD",10
"11","0.900375902485365","0.633","2.7619060917331","LUSC",11
"12","0.000447664186309029","0.179","2.52785350322429","PRAD",12
"13","0.42281496719582","0.684","2.63438378603751","STES",13
"14","0.128168017709886","0.527","2.69091352859673","THCA",14
"15","6.9357326278874e-05","0.742","3.0610196228085","UCEC",15
