"","likelihood","bart","expr","cancer","rank_size"
"1","0.379569255339305","0.711","2.05190582916329","BLCA",1
"2","0.878775526577306","0.843","2.48769399038402","BRCA_1",2
"3","0.490303210242132","0.674","2.42291582154671","BRCA_2",3
"4","0.226651050633017","0.866","1.91156095039939","COAD_READ",4
"5","0.193803133995947","0.793","1.90125919483019","HNSC",5
"6","0.22633798124878","0.396","1.18150113059037","KICH",6
"7","0.725766721153904","0.635","2.29083064556438","KIRC",7
"8","0.699156816334774","0.756","2.03605572421984","KIRP",8
"9","0.103982131022141","0.747","2.26280696753038","LIHC",9
"10","0.509769074679293","0.727","2.43177668201149","LUAD",10
"11","0.776526106627283","0.809","2.26579790680179","LUSC",11
"12","0.367153599739487","0.592","1.93741191146504","PRAD",12
"13","0.363450735217913","0.803","2.13483062803975","STES",13
"14","0.405401255422337","0.664","2.10439447175509","THCA",14
"15","0.860135608115481","0.687","2.06877002514356","UCEC",15
