"","likelihood","bart","expr","rank_size"
"1",1.22120176784898e-15,0.85,1.1385433017964,4
"2",4.99871662231751e-09,0.766,0.964303093092073,8
"3",8.44014277532621e-08,0.894,1.2791600818037,1
"4",0.0187157504939758,0.247,0.997306804881521,7
"5",1.24347963383081e-08,0.752,0.926966909959359,9
"6",0.273236985362097,0.962,1.00055048742204,6
"7",0.754324570466044,0.213,0.69260914220216,11
"8",1.04260905226301e-05,0.716,0.691663420039867,12
"9",3.68312632298279e-47,0.78,0.297094612391518,15
"10",0.00374140510737768,0.453,0.835251261724182,10
"11",0.0240864309920542,0.762,1.2059173647122,3
"12",0.00313564418062853,0.67,0.383196305297972,14
"13",0.00220850285394392,0.18,1.13701492025115,5
"14",1.04900940286292e-09,0.731,0.522517991782321,13
"15",7.81659129806442e-21,0.77,1.22749195343774,2
