"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","REST",8.603,3.87e-18,3.156,0.619,0.006,1.22e-06,1,5.91364016932525
"2","AR",17.737,1.08e-70,2.874,0.575,0.011,5.64e-06,2,5.24872089601666
"3","MEF2B",4.656,1.61e-06,2.585,0.668,0.017,2.17e-05,3,4.66354026615147
"4","MAML3",3.315,0.000459,3.036,0.556,0.022,4.52e-05,4,4.34486156518862
"5","CTCF",30.205,1.02e-200,2.284,0.575,0.031,0.000128,5,3.89279003035213
"6","OTX2",5.535,1.56e-08,2.716,0.532,0.031,0.000138,6,3.86012091359876
"7","STAG1",8.897,2.88e-19,2.188,0.579,0.036,0.000209,7,3.67985371388895
"8","GATA3",5.452,2.49e-08,2.388,0.541,0.037,0.000222,8,3.65364702554936
"9","GATA2",5.084,1.85e-07,2.741,0.52,0.037,0.000228,9,3.64206515299955
"10","RAD21",9.396,2.84e-21,2.143,0.578,0.039,0.000263,10,3.58004425151024
"11","EBNA3C",2.807,0.0025,2.319,0.574,0.041,0.00031,11,3.50863830616573
"12","HOXB13",5.18,1.11e-07,2.885,0.514,0.041,0.000318,12,3.49757288001557
"13","SMC3",7.45,4.66e-14,2.083,0.59,0.043,0.000352,13,3.45345733652187
"14","EBF3",2.459,0.00696,2.984,0.524,0.043,0.00037,14,3.43179827593301
"15","FOXO1",2.433,0.00748,2.25,0.634,0.044,0.000389,15,3.41005039867429
"16","HOXC9",2.193,0.0141,3.117,0.53,0.046,0.000428,16,3.36855623098683
"17","PIAS1",3.818,6.73e-05,2.582,0.518,0.047,0.000481,17,3.31785492362617
"18","PHOX2B",1.656,0.0489,3.069,0.55,0.047,0.000481,18,3.31785492362617
"19","FOXA1",10.544,2.7e-26,2.325,0.519,0.049,0.000514,19,3.28903688100472
"20","NANOG",4.431,4.7e-06,2.262,0.533,0.051,0.000586,20,3.23210238398191
"21","HAND2",1.64,0.0505,2.934,0.545,0.051,0.000586,21,3.23210238398191
"22","SIX2",3.272,0.000534,2.746,0.511,0.051,0.000599,22,3.22257317761069
"23","TBX5",2.86,0.00212,2.735,0.513,0.053,0.000678,23,3.16877030613294
"24","SUMO1",5.232,8.38e-08,2.11,0.538,0.055,0.000734,24,3.13430394008393
"25","SMC1A",6.45,5.58e-11,1.896,0.577,0.058,0.000889,25,3.05109823902979
"26","NUP98-HOXA9",1.668,0.0477,2.447,0.557,0.058,0.000889,26,3.05109823902979
"27","ZFP57",2.14,0.0162,2.317,0.536,0.06,0.000956,27,3.0195421077239
"28","ZNF654",2.332,0.00984,2.164,0.547,0.06,0.000974,28,3.01144104312138
"29","TLE3",2.505,0.00612,2.737,0.508,0.06,0.000991,29,3.00392634551472
"30","SPIB",2.248,0.0123,2.406,0.528,0.061,0.00103,30,2.98716277529483
"31","SOX2",3.151,0.000814,2.054,0.546,0.061,0.00105,31,2.97881070093006
"32","NEUROD1",2.01,0.0222,2.452,0.523,0.064,0.00118,32,2.92811799269387
"33","EED",1.857,0.0317,2.099,0.62,0.066,0.00128,33,2.89279003035213
"34","ZBTB2",2.112,0.0173,2.397,0.523,0.066,0.0013,34,2.88605664769316
"35","NEUROG2",4.377,6.01e-06,2.111,0.523,0.067,0.00135,35,2.86966623150499
