"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","BRDU",4.379,5.97e-06,3.394,0.704,0.019,3.11e-05,1,4.50723961097316
"2","TEAD4",4.364,6.38e-06,2.82,0.776,0.021,4.08e-05,2,4.38933983691012
"3","JUND",4.282,9.25e-06,2.77,0.744,0.025,7.17e-05,3,4.1444808443322
"4","TP63",8.907,2.63e-19,2.503,0.748,0.027,8.47e-05,4,4.07211658966929
"5","EP300",8.408,2.09e-17,2.407,0.798,0.031,0.000133,5,3.87614835903291
"6","SIRT1",3.158,0.000794,2.898,0.712,0.032,0.000143,6,3.84466396253494
"7","JUN",6.667,1.31e-11,2.42,0.77,0.034,0.000174,7,3.7594507517174
"8","YBX1",3.391,0.000348,3.497,0.653,0.035,0.000185,8,3.73282827159699
"9","FOS",4.144,1.71e-05,2.618,0.664,0.04,0.000286,9,3.54363396687096
"10","TCF4",3.011,0.0013,2.514,0.725,0.041,0.000302,10,3.51999305704285
"11","BANF1",2.916,0.00177,2.523,0.743,0.042,0.000335,11,3.47495519296315
"12","FOSL1",3.829,6.42e-05,2.396,0.765,0.042,0.000344,12,3.46344155742847
"13","RXRA",3.968,3.63e-05,2.433,0.712,0.044,0.00038,13,3.42021640338319
"14","TEAD1",3.559,0.000186,2.495,0.681,0.045,0.000418,14,3.37882371822496
"15","TP73",2.73,0.00316,2.796,0.675,0.045,0.000418,15,3.37882371822496
"16","SMARCC1",3.871,5.41e-05,2.275,0.805,0.046,0.000449,16,3.34775365899668
"17","MBD3",3.118,0.000912,2.371,0.763,0.047,0.000481,17,3.31785492362617
"18","GRHL2",4.35,6.8e-06,2.451,0.659,0.05,0.000574,18,3.24108810760203
"19","TSC22D4",2.431,0.00754,3.13,0.65,0.051,0.000611,19,3.21395878975745
"20","YAP1",3.831,6.37e-05,2.33,0.7,0.052,0.000624,20,3.20481541031758
"21","REST",6.385,8.54e-11,2.675,0.623,0.053,0.000664,21,3.17783192063198
"22","PLRG1",2.24,0.0125,3.498,0.637,0.056,0.000794,22,3.1001794975729
"23","ZTA",2.258,0.012,3.302,0.639,0.057,0.000825,23,3.08354605145007
"24","NR3C1",8.744,1.12e-18,2.296,0.652,0.057,0.00084,24,3.07572071393812
"25","FOSL2",10.135,1.94e-24,2.012,0.773,0.057,0.00084,25,3.07572071393812
"26","SMAD2-SMAD3",2.586,0.00486,2.291,0.784,0.058,0.000856,26,3.06752623532285
"27","PRMT1",2.263,0.0118,2.482,0.664,0.063,0.00112,27,2.95078197732982
"28","HIRA",3.01,0.00131,2.989,0.612,0.065,0.00124,28,2.90657831483776
"29","GTF2I",4.459,4.11e-06,2.305,0.643,0.065,0.00126,29,2.89962945488244
"30","CEBPB",9.134,3.31e-20,2.126,0.654,0.065,0.00126,30,2.89962945488244
"31","KLF4",2.96,0.00154,2.705,0.618,0.066,0.0013,31,2.88605664769316
"32","NKX2-1",3.188,0.000717,3.271,0.605,0.069,0.00146,32,2.83564714421556
"33","ZNF175",1.787,0.037,3.13,0.64,0.07,0.00155,33,2.80966830182971
"34","NR1H2",2.991,0.00139,2.494,0.627,0.07,0.00155,34,2.80966830182971
"35","HES2",7.934,1.06e-15,1.975,0.68,0.072,0.0017,35,2.76955107862173
"36","SMAD3",3.529,0.000209,2.018,0.721,0.073,0.00172,36,2.76447155309245
"37","TTF1",2.117,0.0171,3.181,0.614,0.074,0.00185,37,2.73282827159699
"38","SNAI2",4.539,2.83e-06,2.449,0.611,0.074,0.00185,38,2.73282827159699
"39","ASCL1",4.01,3.03e-05,2.261,0.626,0.079,0.0022,39,2.65757731917779
"40","EZH2",9.031,8.48e-20,1.648,0.842,0.079,0.0022,40,2.65757731917779
"41","SSRP1",2.299,0.0107,3.445,0.601,0.079,0.00226,41,2.6458915608526
"42","NR1H3",2.922,0.00174,2.649,0.607,0.079,0.00226,42,2.6458915608526
"43","RAD21",8.215,1.06e-16,1.915,0.654,0.08,0.00229,43,2.64016451766011
"44","RUNX2",1.933,0.0266,3.286,0.611,0.08,0.00232,44,2.6345120151091
"45","GATA6",3.576,0.000174,2.527,0.604,0.081,0.00235,45,2.62893213772826
"46","SMAD4",2.071,0.0192,2.074,0.797,0.082,0.00245,46,2.61083391563547
"47","SMC1A",6.427,6.52e-11,1.889,0.658,0.082,0.00251,47,2.60032627851896
"48","TP53",5.241,8.01e-08,1.99,0.65,0.083,0.00258,48,2.58838029403677
"49","CRY1",1.558,0.0597,3.385,0.621,0.084,0.00264,49,2.57839607313017
"50","WWTR1",2.358,0.00919,2.08,0.688,0.084,0.00268,50,2.57186520597121
