"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","BRDU",4.437,4.56e-06,3.42,0.623,0.02,3.67e-05,1,4.43533393574791
"2","ASCL1",6.124,4.56e-10,2.945,0.674,0.023,5.48e-05,2,4.26121944151563
"3","POLR3D",5.687,6.46e-09,3.232,0.607,0.024,6.57e-05,3,4.18243463044022
"4","REST",8.454,1.41e-17,3.124,0.608,0.024,6.57e-05,4,4.18243463044022
"5","YBX1",3.33,0.000434,3.462,0.612,0.026,8.13e-05,5,4.08990945440593
"6","SIRT1",3.394,0.000345,3.028,0.675,0.027,8.47e-05,6,4.07211658966929
"7","SSRP1",2.903,0.00185,4.011,0.596,0.033,0.000163,7,3.78781239559604
"8","SMAD3",4.912,4.5e-07,2.612,0.686,0.038,0.000249,8,3.60380065290426
"9","RNF2",3.957,3.8e-05,2.534,0.66,0.047,0.000481,9,3.31785492362617
"10","TCF4",3.425,0.000307,2.721,0.606,0.049,0.000514,10,3.28903688100472
"11","SOX2",4.495,3.48e-06,2.525,0.633,0.049,0.000538,11,3.26921772433361
"12","SUMO1",6.345,1.11e-10,2.505,0.615,0.05,0.000574,12,3.24108810760203
"13","LARP7",2.696,0.00351,4.218,0.574,0.051,0.000611,13,3.21395878975745
"14","TEAD4",3.74,9.21e-05,2.509,0.627,0.053,0.000678,14,3.16877030613294
"15","ZBTB48",4.976,3.25e-07,2.556,0.6,0.055,0.000734,15,3.13430394008393
"16","ZNF649",1.693,0.0452,4.429,0.62,0.056,0.000778,16,3.10902040301031
"17","ZNF207",2.381,0.00862,3.676,0.573,0.059,0.000905,17,3.0433514207948
"18","CTCF",29.201,9.46e-188,2.216,0.663,0.06,0.000974,18,3.01144104312138
"19","CRY1",1.69,0.0455,3.544,0.616,0.061,0.00101,19,2.99567862621736
"20","NFE2L1",2.461,0.00694,2.61,0.607,0.062,0.00106,20,2.97469413473523
"21","ZTA",2.219,0.0132,3.268,0.576,0.064,0.00116,21,2.93554201077308
"22","ZNF707",2.001,0.0227,3.209,0.59,0.064,0.0012,22,2.92081875395238
"23","CTCFL",3.579,0.000173,2.372,0.616,0.065,0.00126,23,2.89962945488244
"24","TET2",3.437,0.000294,2.368,0.619,0.065,0.00126,24,2.89962945488244
"25","ZNF175",1.781,0.0375,3.123,0.614,0.066,0.00128,25,2.89279003035213
