"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","TEAD4",5.183,1.09e-07,3.228,0.665,0.01,4.59e-06,1,5.33818731446274
"2","SMAD3",5.092,1.77e-07,2.689,0.628,0.023,5.23e-05,2,4.28149831113273
"3","YAP1",4.438,4.53e-06,2.63,0.666,0.024,6.29e-05,3,4.20134935455473
"4","TEAD1",3.836,6.26e-05,2.64,0.65,0.026,7.48e-05,4,4.12609840213554
"5","SMARCA2",2.335,0.00977,2.89,0.623,0.03,0.00012,5,3.92081875395238
"6","TCF7",2.291,0.011,3.759,0.598,0.031,0.000128,6,3.89279003035213
"7","SMAD4",3.08,0.00104,2.939,0.595,0.031,0.000133,7,3.87614835903291
"8","NFE2L1",3.225,0.000631,3.134,0.583,0.031,0.000138,8,3.86012091359876
"9","FOXA2",5.936,1.46e-09,2.784,0.568,0.033,0.000163,9,3.78781239559604
"10","ATF4",3.545,0.000197,3.37,0.564,0.036,0.000209,10,3.67985371388895
"11","SMARCC1",4.193,1.37e-05,2.46,0.619,0.036,0.000215,11,3.66756154008439
"12","JUND",4.173,1.5e-05,2.711,0.574,0.037,0.000235,12,3.62893213772826
"13","SIRT1",3.056,0.00112,2.841,0.572,0.038,0.000256,13,3.59176003468815
"14","RAD21",10.407,1.15e-25,2.338,0.604,0.039,0.000263,14,3.58004425151024
"15","ARID1A",2.635,0.00421,3.275,0.563,0.043,0.000352,15,3.45345733652187
"16","ETV4",2.093,0.0182,2.755,0.607,0.044,0.00038,16,3.42021640338319
"17","LHX2",1.891,0.0293,2.976,0.602,0.045,0.000418,17,3.37882371822496
"18","POLR3D",4.131,1.81e-05,2.614,0.565,0.046,0.000428,18,3.36855623098683
"19","CEBPB",10.031,5.57e-24,2.288,0.586,0.046,0.000428,19,3.36855623098683
"20","GATA3",6.668,1.3e-11,2.636,0.558,0.047,0.00047,20,3.32790214206428
"21","RXRA",3.75,8.85e-05,2.304,0.612,0.048,0.000492,21,3.30803489723264
"22","FOXA1",9.784,6.6e-23,2.242,0.595,0.048,0.000503,22,3.29843201494407
"23","JUN",6.091,5.61e-10,2.233,0.602,0.048,0.000503,23,3.29843201494407
"24","SMC3",7.887,1.55e-15,2.2,0.6,0.049,0.000538,24,3.26921772433361
"25","HNF1A",2.893,0.00191,2.581,0.568,0.051,0.000599,25,3.22257317761069
"26","ARID3A",2.242,0.0125,2.563,0.596,0.051,0.000599,26,3.22257317761069
"27","SSRP1",3.141,0.000843,4.233,0.544,0.053,0.000678,27,3.16877030613294
"28","HHEX",2.229,0.0129,2.974,0.559,0.054,0.00072,28,3.14266750356873
"29","CTCF",28.212,2.06e-175,2.148,0.58,0.056,0.000794,29,3.1001794975729
"30","CDX2",2.771,0.0028,2.988,0.547,0.058,0.000856,30,3.06752623532285
"31","LMNA",1.957,0.0252,2.972,0.563,0.058,0.000889,31,3.05109823902979
"32","FOSL2",10.011,6.84e-24,1.99,0.624,0.059,0.000905,32,3.0433514207948
"33","HES2",8.119,2.35e-16,2.015,0.617,0.059,0.000905,33,3.0433514207948
