"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","REST",8.267,6.84e-17,3.083,0.619,0.013,1.06e-05,1,4.97469413473523
"2","CTCF",30.517,7.83e-205,2.305,0.67,0.028,9.92e-05,2,4.00348832784582
"3","MAML3",3.144,0.000835,2.936,0.59,0.033,0.000158,3,3.80134291304558
"4","STAG1",9.14,3.14e-20,2.254,0.661,0.035,0.000191,4,3.71896663275227
"5","MEF2B",4.498,3.43e-06,2.516,0.602,0.038,0.000256,5,3.59176003468815
"6","EBF3",2.539,0.00555,3.048,0.582,0.04,0.000278,6,3.55595520408192
"7","SMC3",7.79,3.34e-15,2.174,0.674,0.041,0.000302,7,3.51999305704285
"8","SMARCA4",3.458,0.000272,2.283,0.632,0.041,0.000318,8,3.49757288001557
"9","SMC1A",7.179,3.51e-13,2.129,0.661,0.046,0.000438,9,3.3585258894959
"10","SUMO1",5.597,1.09e-08,2.239,0.612,0.047,0.000459,10,3.33818731446274
"11","TCF21",3.337,0.000423,2.139,0.687,0.047,0.000481,11,3.31785492362617
"12","SMAD1",2.929,0.0017,2.751,0.571,0.048,0.000503,12,3.29843201494407
"13","RAD21",8.813,6.12e-19,2.03,0.667,0.049,0.000538,13,3.26921772433361
"14","RNF2",3.334,0.000427,2.103,0.683,0.05,0.000574,14,3.24108810760203
"15","NEUROG2",4.985,3.1e-07,2.322,0.582,0.052,0.000651,15,3.18641901143181
"16","FOXO1",2.434,0.00746,2.25,0.608,0.058,0.000889,16,3.05109823902979
"17","AR",7.583,1.69e-14,1.962,0.639,0.059,0.000939,17,3.02733440773389
"18","PGR",1.702,0.0444,2.47,0.651,0.059,0.000939,18,3.02733440773389
"19","HOXC9",1.988,0.0234,2.914,0.564,0.063,0.00112,19,2.95078197732982
"20","TBX5",2.911,0.0018,2.764,0.553,0.064,0.00116,20,2.93554201077308
"21","ZNF654",2.345,0.00953,2.175,0.613,0.064,0.00118,21,2.92811799269387
"22","EZH2",9.4,2.73e-21,1.718,0.814,0.065,0.00122,22,2.91364016932525
"23","GATA2",3.05,0.00114,2.112,0.601,0.065,0.00126,23,2.89962945488244
"24","SMARCA2",1.946,0.0258,2.555,0.581,0.065,0.00126,24,2.89962945488244
"25","DUX4",2.01,0.0222,2.728,0.563,0.068,0.00141,25,2.85078088734462
"26","CHD5",1.596,0.0552,2.579,0.594,0.07,0.00157,26,2.80410034759077
"27","TRIM28",2.243,0.0124,2.689,0.557,0.072,0.00165,27,2.78251605578609
"28","PPARG",4.307,8.26e-06,1.819,0.646,0.072,0.00165,28,2.78251605578609
"29","SRF",2.815,0.00244,1.976,0.611,0.072,0.00167,29,2.77728352885242
"30","BMI1",2.367,0.00897,1.954,0.628,0.075,0.00194,30,2.71219827006977
"31","OTX2",4.913,4.48e-07,2.515,0.546,0.076,0.00196,31,2.70774392864352
"32","GATA4",2.463,0.0069,2.129,0.585,0.076,0.00196,32,2.70774392864352
"33","FLI1",3.244,0.00059,2.217,0.563,0.077,0.00205,33,2.68824613894425
"34","SIX1",2.38,0.00865,3.329,0.541,0.077,0.00205,34,2.68824613894425
"35","JMJD6",3.712,0.000103,1.707,0.66,0.077,0.00205,35,2.68824613894425
"36","SUZ12",5.485,2.07e-08,1.543,0.786,0.081,0.00235,36,2.62893213772826
"37","CBX6",1.851,0.0321,2.496,0.563,0.082,0.00245,37,2.61083391563547
