"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","GATA2",7.06,8.31e-13,3.353,0.614,0.009,2.89e-06,1,5.53910215724345
"2","TAL1",7.025,1.07e-12,3.107,0.595,0.014,1.24e-05,2,4.90657831483777
"3","CEBPB",11.147,3.7e-29,2.488,0.692,0.017,2.04e-05,3,4.6903698325741
"4","FLI1",4.884,5.21e-07,3.36,0.596,0.017,2.04e-05,4,4.6903698325741
"5","SPI1",10.185,1.16e-24,2.429,0.787,0.018,2.77e-05,5,4.55752023093555
"6","SMAD1",3.918,4.46e-05,3.407,0.592,0.02,3.48e-05,6,4.45842075605342
"7","GATA4",4.17,1.52e-05,2.774,0.602,0.023,5.23e-05,7,4.28149831113273
"8","MEF2B",4.843,6.4e-07,2.665,0.585,0.028,9.92e-05,8,4.00348832784582
"9","MAML3",3.342,0.000416,3.051,0.569,0.028,0.000103,9,3.98716277529483
"10","LYL1",4.149,1.67e-05,2.41,0.622,0.03,0.000124,10,3.90657831483776
"11","PPARG",5.5,1.9e-08,2.26,0.604,0.035,0.000197,11,3.70553377383841
"12","CEBPA",3.407,0.000328,2.247,0.611,0.04,0.000286,12,3.54363396687096
"13","FOXO1",2.807,0.0025,2.514,0.578,0.041,0.000302,13,3.51999305704285
"14","LMO2",3.234,0.00061,2.302,0.601,0.041,0.00031,14,3.50863830616573
"15","SMARCA2",2.357,0.0092,2.909,0.572,0.042,0.000335,15,3.47495519296315
"16","IRF1",3.787,7.61e-05,2.121,0.668,0.042,0.000344,16,3.46344155742847
"17","JMJD1C",3.029,0.00123,2.39,0.59,0.043,0.000352,17,3.45345733652187
"18","GATA1",6.441,5.93e-11,2.736,0.538,0.045,0.000399,18,3.39902710431325
"19","EP300",6.361,1.01e-10,1.957,0.662,0.048,0.000492,19,3.30803489723264
"20","AR",11.046,1.14e-28,2.273,0.545,0.048,0.000503,20,3.29843201494407
"21","ZBTB16",2.163,0.0153,2.544,0.587,0.05,0.000561,21,3.25103713874384
"22","IRF4",3.416,0.000318,2.506,0.545,0.051,0.000586,22,3.23210238398191
"23","DUX4",2.342,0.0096,2.979,0.548,0.052,0.000651,23,3.18641901143181
"24","GRIP1",2.397,0.00826,2.232,0.607,0.052,0.000651,24,3.18641901143181
"25","STAT1",3.637,0.000138,2.225,0.56,0.053,0.000678,25,3.16877030613294
"26","EBF3",2.528,0.00574,3.038,0.539,0.053,0.000678,26,3.16877030613294
"27","MEIS1",2.779,0.00273,2.599,0.543,0.055,0.000734,27,3.13430394008393
"28","IKZF1",3.877,5.29e-05,2.132,0.559,0.057,0.000825,28,3.08354605145007
"29","FOXA2",4.3,8.55e-06,2.263,0.544,0.057,0.00084,29,3.07572071393812
"30","RXRG",3.318,0.000454,1.986,0.604,0.057,0.00084,30,3.07572071393812
"31","HNF4G",2.299,0.0108,2.093,0.714,0.058,0.000856,31,3.06752623532285
