"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","TEAD4",4.89,5.05e-07,3.082,0.71,0.012,7.51e-06,1,5.12436006299583
"2","SMAD4",3.54,2e-04,3.332,0.697,0.014,1.15e-05,2,4.93930215964639
"3","SMAD3",5.228,8.56e-08,2.747,0.645,0.028,9.92e-05,3,4.00348832784582
"4","SIRT1",2.955,0.00156,2.786,0.67,0.028,0.000103,4,3.98716277529483
"5","FAIRE",3.226,0.000628,3.021,0.629,0.035,0.000185,5,3.73282827159699
"6","ATF3",3.489,0.000243,3.41,0.615,0.035,0.000197,6,3.70553377383841
"7","JUND",3.812,6.88e-05,2.515,0.65,0.036,0.000209,7,3.67985371388895
"8","RAD21",10.008,7.05e-24,2.261,0.696,0.036,0.000215,8,3.66756154008439
"9","FOSL1",3.81,6.94e-05,2.385,0.675,0.038,0.000256,9,3.59176003468815
"10","SMC3",7.909,1.29e-15,2.206,0.69,0.039,0.000263,10,3.58004425151024
"11","SUMO1",6.107,5.06e-10,2.421,0.645,0.039,0.000271,11,3.56703070912559
"12","TCF7",2.626,0.00432,4.2,0.619,0.04,0.000278,12,3.55595520408192
"13","TP53",6.384,8.62e-11,2.342,0.658,0.04,0.000294,13,3.53165266958784
"14","SRF",3.457,0.000273,2.671,0.628,0.041,0.000302,14,3.51999305704285
"15","SMARCC1",3.835,6.27e-05,2.254,0.688,0.043,0.000352,15,3.45345733652187
"16","CTCF",28.433,4e-178,2.163,0.675,0.044,0.00038,16,3.42021640338319
"17","SSRP1",3.572,0.000177,4.638,0.597,0.045,0.000408,17,3.38933983691012
"18","USF1",3.1,0.000967,4.457,0.601,0.045,0.000408,18,3.38933983691012
"19","MBD1",2.96,0.00154,2.821,0.612,0.048,0.000503,19,3.29843201494407
"20","TP63",7.74,4.96e-15,2.264,0.635,0.05,0.000549,20,3.26042765554991
"21","KDM3B",2.404,0.00811,2.446,0.66,0.05,0.000549,21,3.26042765554991
"22","ETV4",2.236,0.0127,2.949,0.626,0.05,0.000574,22,3.24108810760203
"23","SMC1A",7.214,2.72e-13,2.14,0.66,0.051,0.000611,23,3.21395878975745
"24","BRDU",2.821,0.00239,2.697,0.615,0.051,0.000611,24,3.21395878975745
"25","NKX2-1",2.446,0.00721,2.707,0.622,0.052,0.000637,25,3.19586056766465
"26","ICE1",2.246,0.0123,3.503,0.606,0.053,0.000678,26,3.16877030613294
"27","ASCL1",4.116,1.93e-05,2.295,0.628,0.054,0.000692,27,3.15989390554324
"28","PRMT1",2.3,0.0107,2.516,0.638,0.054,0.000706,28,3.1511952989482
"29","SMAD2-SMAD3",2.565,0.00515,2.276,0.677,0.054,0.00072,29,3.14266750356873
"30","TEAD1",3.281,0.000517,2.349,0.636,0.054,0.00072,30,3.14266750356873
"31","JUN",5.783,3.66e-09,2.133,0.658,0.055,0.000764,31,3.11690664142431
"32","FOSL2",10.049,4.66e-24,1.997,0.666,0.056,0.000778,32,3.10902040301031
"33","MBD3",2.873,0.00203,2.172,0.666,0.057,0.00084,33,3.07572071393812
"34","ZEB1",2.743,0.00304,2.41,0.627,0.058,0.000889,34,3.05109823902979
"35","YAP1",3.438,0.000293,2.135,0.662,0.059,0.000922,35,3.03526907894637
"36","POLR3D",3.055,0.00113,2.187,0.65,0.059,0.000939,36,3.02733440773389
"37","ATF4",2.519,0.00589,2.692,0.602,0.064,0.00116,37,2.93554201077308
"38","FOXK1",1.622,0.0524,3.67,0.621,0.065,0.00122,38,2.91364016932525
"39","BANF1",2.672,0.00377,2.357,0.617,0.066,0.0013,39,2.88605664769316
"40","TAZ",1.697,0.0448,2.548,0.644,0.068,0.00141,40,2.85078088734462
"41","CRY1",1.618,0.0528,3.458,0.613,0.072,0.00165,41,2.78251605578609
"42","NFE2L1",2.268,0.0117,2.478,0.605,0.073,0.00172,42,2.76447155309245
"43","NR1H2",2.943,0.00163,2.456,0.597,0.073,0.00172,43,2.76447155309245
"44","ZTA",2.087,0.0185,3.156,0.595,0.073,0.00175,44,2.75696195131371
"45","WWTR1",2.416,0.00785,2.122,0.654,0.074,0.00183,45,2.73754891026957
"46","KMT2B",1.693,0.0452,2.459,0.642,0.074,0.00185,46,2.73282827159699
"47","ZNF175",1.862,0.0313,3.211,0.597,0.075,0.00188,47,2.72584215073632
"48","ZKSCAN1",2.162,0.0153,3.533,0.588,0.075,0.00191,48,2.71896663275227
